,(년-월-일:시),PM10등급,PM10,PM2.5등급,PM2.5,오존등급,오존,이산화질소등급,이산화질소,일산화탄소등급,일산화탄소,아황산가스등급,아황산가스
414,2021-04-28:09,나쁨,91.0,나쁨,43.0,좋음,0.025,좋음,0.029,좋음,0.5,좋음,0.003
415,2021-04-28:08,보통,76.0,보통,34.0,좋음,0.026,좋음,0.025,좋음,0.5,좋음,0.002
416,2021-04-28:07,보통,71.0,보통,32.0,좋음,0.028,좋음,0.023,좋음,0.5,좋음,0.002
417,2021-04-28:06,보통,59.0,보통,23.0,보통,0.034,좋음,0.014,좋음,0.4,좋음,0.001
418,2021-04-28:05,보통,60.0,보통,24.0,보통,0.036,좋음,0.01,좋음,0.4,좋음,0.002
419,2021-04-28:04,보통,52.0,보통,23.0,보통,0.037,좋음,0.01,좋음,0.4,좋음,0.002
420,2021-04-28:03,보통,43.0,보통,20.0,보통,0.036,좋음,0.01,좋음,0.4,좋음,0.002
421,2021-04-28:02,보통,38.0,좋음,13.0,보통,0.035,좋음,0.009,좋음,0.3,좋음,0.002
422,2021-04-28:01,,,보통,16.0,보통,0.032,좋음,0.012,좋음,0.3,좋음,0.002
423,2021-04-27:24,좋음,29.0,좋음,11.0,보통,0.036,좋음,0.015,좋음,0.3,좋음,0.003
424,2021-04-27:23,좋음,27.0,좋음,10.0,보통,0.037,좋음,0.017,좋음,0.3,좋음,0.003
425,2021-04-27:22,좋음,27.0,좋음,12.0,보통,0.038,좋음,0.017,좋음,0.3,좋음,0.002
426,2021-04-27:21,좋음,28.0,좋음,15.0,보통,0.034,좋음,0.024,좋음,0.3,좋음,0.003
427,2021-04-27:20,좋음,26.0,좋음,13.0,보통,0.037,좋음,0.023,좋음,0.4,좋음,0.003
428,2021-04-27:19,좋음,29.0,보통,16.0,보통,0.04,좋음,0.023,좋음,0.4,좋음,0.004
429,2021-04-27:18,보통,34.0,보통,17.0,보통,0.044,좋음,0.025,좋음,0.3,좋음,0.004
430,2021-04-27:17,보통,41.0,보통,22.0,보통,0.047,좋음,0.027,좋음,0.5,좋음,0.004
431,2021-04-27:16,보통,37.0,보통,19.0,보통,0.052,좋음,0.02,좋음,0.4,좋음,0.004
432,2021-04-27:15,보통,41.0,보통,20.0,보통,0.052,좋음,0.024,좋음,0.4,좋음,0.003
433,2021-04-27:14,보통,33.0,좋음,15.0,보통,0.044,좋음,0.025,좋음,0.5,좋음,0.005
434,2021-04-27:13,보통,36.0,보통,17.0,보통,0.037,좋음,0.029,좋음,0.5,좋음,0.005
435,2021-04-27:12,좋음,29.0,좋음,13.0,보통,0.037,좋음,0.029,좋음,0.4,좋음,0.005
436,2021-04-27:11,보통,31.0,좋음,15.0,보통,0.034,좋음,0.029,좋음,0.4,좋음,0.006
437,2021-04-27:10,좋음,25.0,좋음,9.0,보통,0.032,좋음,0.029,좋음,0.4,좋음,0.005
438,2021-04-27:09,보통,35.0,좋음,10.0,보통,0.034,좋음,0.025,좋음,0.4,좋음,0.004
439,2021-04-27:08,좋음,30.0,좋음,11.0,보통,0.034,좋음,0.026,좋음,0.4,좋음,0.003
440,2021-04-27:07,좋음,27.0,좋음,14.0,좋음,0.03,좋음,0.029,좋음,0.4,좋음,0.003
441,2021-04-27:06,좋음,30.0,좋음,15.0,보통,0.037,좋음,0.02,좋음,0.3,좋음,0.003
442,2021-04-27:05,보통,35.0,보통,19.0,보통,0.033,좋음,0.022,좋음,0.4,좋음,0.003
443,2021-04-27:04,보통,34.0,보통,18.0,좋음,0.025,좋음,0.025,좋음,0.4,좋음,0.002
444,2021-04-27:03,보통,37.0,보통,16.0,보통,0.032,좋음,0.019,좋음,0.4,좋음,0.002
445,2021-04-27:02,보통,37.0,보통,18.0,보통,0.037,좋음,0.016,좋음,0.4,좋음,0.003
446,2021-04-27:01,보통,42.0,보통,20.0,보통,0.041,좋음,0.014,좋음,0.4,좋음,0.002
447,2021-04-26:24,보통,42.0,보통,19.0,보통,0.041,좋음,0.013,좋음,0.4,좋음,0.002
448,2021-04-26:23,보통,45.0,보통,20.0,보통,0.032,좋음,0.022,좋음,0.4,좋음,0.002
449,2021-04-26:22,보통,34.0,보통,16.0,보통,0.041,좋음,0.018,좋음,0.4,좋음,0.002
450,2021-04-26:21,보통,36.0,보통,17.0,보통,0.047,좋음,0.016,좋음,0.3,좋음,0.003
451,2021-04-26:20,보통,33.0,좋음,15.0,보통,0.048,좋음,0.017,좋음,0.3,좋음,0.002
452,2021-04-26:19,보통,34.0,보통,17.0,보통,0.052,좋음,0.015,좋음,0.3,좋음,0.003
453,2021-04-26:18,보통,35.0,보통,16.0,보통,0.056,좋음,0.012,좋음,0.3,좋음,0.002
454,2021-04-26:17,보통,40.0,보통,20.0,보통,0.059,좋음,0.015,좋음,0.3,좋음,0.003
455,2021-04-26:16,보통,39.0,보통,21.0,보통,0.062,좋음,0.016,좋음,0.3,좋음,0.002
456,2021-04-26:15,보통,45.0,보통,23.0,보통,0.064,좋음,0.012,좋음,0.3,좋음,0.002
457,2021-04-26:14,보통,39.0,보통,20.0,보통,0.058,좋음,0.013,좋음,0.3,좋음,0.003
458,2021-04-26:13,보통,43.0,보통,21.0,보통,0.054,좋음,0.013,좋음,0.3,좋음,0.002
459,2021-04-26:12,보통,40.0,보통,18.0,보통,0.046,좋음,0.017,좋음,0.4,좋음,0.003
460,2021-04-26:11,보통,32.0,좋음,14.0,보통,0.037,좋음,0.023,좋음,0.4,좋음,0.002
461,2021-04-26:10,좋음,20.0,좋음,6.0,보통,0.031,좋음,0.026,좋음,0.4,좋음,0.003
462,2021-04-26:09,좋음,20.0,좋음,5.0,좋음,0.024,보통,0.032,좋음,0.4,좋음,0.002
463,2021-04-26:08,좋음,16.0,좋음,6.0,좋음,0.026,좋음,0.027,좋음,0.3,좋음,0.002
464,2021-04-26:07,좋음,21.0,좋음,8.0,좋음,0.024,좋음,0.028,좋음,0.3,좋음,0.002
465,2021-04-26:06,좋음,18.0,좋음,8.0,좋음,0.03,좋음,0.019,좋음,0.3,좋음,0.002
466,2021-04-26:05,좋음,21.0,좋음,10.0,보통,0.036,좋음,0.012,좋음,0.3,좋음,0.002
467,2021-04-26:04,좋음,21.0,좋음,9.0,보통,0.038,좋음,0.01,좋음,0.3,좋음,0.002
468,2021-04-26:03,좋음,27.0,좋음,11.0,보통,0.034,좋음,0.013,좋음,0.3,좋음,0.002
469,2021-04-26:02,좋음,22.0,좋음,11.0,좋음,0.027,좋음,0.021,좋음,0.4,좋음,0.002
470,2021-04-26:01,좋음,25.0,좋음,13.0,보통,0.031,좋음,0.018,좋음,0.3,좋음,0.002
471,2021-04-25:24,좋음,26.0,좋음,12.0,좋음,0.019,보통,0.034,좋음,0.4,좋음,0.003
472,2021-04-25:23,좋음,27.0,좋음,12.0,좋음,0.029,좋음,0.023,좋음,0.4,좋음,0.002
473,2021-04-25:22,좋음,26.0,좋음,12.0,보통,0.032,좋음,0.021,좋음,0.4,좋음,0.002
474,2021-04-25:21,좋음,28.0,좋음,13.0,보통,0.04,좋음,0.014,좋음,0.3,좋음,0.003
475,2021-04-25:20,좋음,25.0,좋음,12.0,보통,0.044,좋음,0.01,좋음,0.3,좋음,0.003
476,2021-04-25:19,좋음,25.0,좋음,14.0,보통,0.051,좋음,0.009,좋음,0.3,좋음,0.002
477,2021-04-25:18,좋음,23.0,좋음,13.0,보통,0.053,좋음,0.008,좋음,0.3,좋음,0.002
478,2021-04-25:17,좋음,20.0,좋음,8.0,보통,0.051,좋음,0.011,좋음,0.3,좋음,0.003
479,2021-04-25:16,좋음,19.0,좋음,7.0,보통,0.051,좋음,0.009,좋음,0.3,좋음,0.002
480,2021-04-25:15,좋음,23.0,좋음,10.0,보통,0.05,좋음,0.008,좋음,0.3,좋음,0.002
481,2021-04-25:14,좋음,24.0,좋음,10.0,보통,0.049,좋음,0.007,좋음,0.3,좋음,0.002
482,2021-04-25:13,좋음,27.0,좋음,8.0,보통,0.046,좋음,0.009,좋음,0.3,좋음,0.002
483,2021-04-25:12,좋음,23.0,좋음,9.0,보통,0.043,좋음,0.009,좋음,0.3,좋음,0.002
484,2021-04-25:11,좋음,27.0,좋음,12.0,보통,0.044,좋음,0.007,좋음,0.3,좋음,0.002
485,2021-04-25:10,좋음,26.0,좋음,11.0,보통,0.04,좋음,0.01,좋음,0.3,좋음,0.003
486,2021-04-25:09,보통,32.0,좋음,14.0,보통,0.039,좋음,0.011,좋음,0.3,좋음,0.003
487,2021-04-25:08,좋음,30.0,좋음,13.0,보통,0.035,좋음,0.013,좋음,0.3,좋음,0.003
488,2021-04-25:07,보통,31.0,보통,17.0,좋음,0.028,좋음,0.017,좋음,0.3,좋음,0.003
489,2021-04-25:06,보통,31.0,보통,17.0,좋음,0.022,좋음,0.021,좋음,0.4,좋음,0.003
490,2021-04-25:05,보통,34.0,보통,20.0,좋음,0.022,좋음,0.021,좋음,0.4,좋음,0.003
491,2021-04-25:04,좋음,30.0,보통,17.0,좋음,0.026,좋음,0.019,좋음,0.4,좋음,0.002
492,2021-04-25:03,보통,34.0,보통,20.0,좋음,0.023,좋음,0.024,좋음,0.4,좋음,0.003
493,2021-04-25:02,보통,32.0,보통,17.0,좋음,0.021,보통,0.031,좋음,0.4,좋음,0.002
494,2021-04-25:01,보통,34.0,보통,16.0,좋음,0.028,좋음,0.027,좋음,0.4,좋음,0.003
495,2021-04-24:24,좋음,27.0,좋음,15.0,보통,0.035,좋음,0.022,좋음,0.4,좋음,0.003
496,2021-04-24:23,좋음,30.0,좋음,15.0,보통,0.042,좋음,0.017,좋음,0.3,좋음,0.003
497,2021-04-24:22,보통,34.0,좋음,15.0,보통,0.036,좋음,0.024,좋음,0.4,좋음,0.003
498,2021-04-24:21,보통,32.0,좋음,13.0,보통,0.032,좋음,0.029,좋음,0.4,좋음,0.003
499,2021-04-24:20,보통,31.0,좋음,14.0,보통,0.042,좋음,0.018,좋음,0.3,좋음,0.002
500,2021-04-24:19,좋음,29.0,좋음,12.0,보통,0.048,좋음,0.012,좋음,0.3,좋음,0.002
501,2021-04-24:18,좋음,25.0,좋음,10.0,보통,0.05,좋음,0.008,좋음,0.3,좋음,0.003
502,2021-04-24:17,좋음,28.0,좋음,13.0,보통,0.05,좋음,0.01,좋음,0.3,좋음,0.002
503,2021-04-24:16,좋음,24.0,좋음,10.0,보통,0.047,좋음,0.012,좋음,0.3,좋음,0.002
504,2021-04-24:15,좋음,28.0,좋음,12.0,보통,0.046,좋음,0.011,좋음,0.3,좋음,0.003
505,2021-04-24:14,좋음,27.0,좋음,12.0,보통,0.049,좋음,0.009,좋음,0.3,좋음,0.002
506,2021-04-24:13,좋음,18.0,좋음,11.0,보통,0.051,좋음,0.011,좋음,0.3,좋음,0.002
507,2021-04-24:12,좋음,17.0,좋음,9.0,보통,0.044,좋음,0.017,좋음,0.3,좋음,0.002
508,2021-04-24:11,좋음,20.0,좋음,9.0,보통,0.041,좋음,0.019,좋음,0.3,좋음,0.001
509,2021-04-24:10,좋음,21.0,좋음,9.0,보통,0.036,좋음,0.022,좋음,0.3,좋음,0.002
510,2021-04-24:09,좋음,26.0,좋음,10.0,보통,0.039,좋음,0.018,좋음,0.3,좋음,0.002
511,2021-04-24:08,좋음,22.0,좋음,10.0,보통,0.034,좋음,0.022,좋음,0.3,좋음,0.002
512,2021-04-24:07,좋음,24.0,좋음,10.0,보통,0.037,좋음,0.016,좋음,0.3,좋음,0.002
513,2021-04-24:06,좋음,19.0,좋음,10.0,보통,0.038,좋음,0.015,좋음,0.3,좋음,0.002
514,2021-04-24:05,좋음,20.0,좋음,10.0,보통,0.043,좋음,0.008,좋음,0.3,좋음,0.002
515,2021-04-24:04,좋음,21.0,좋음,10.0,보통,0.04,좋음,0.01,좋음,0.3,좋음,0.002
516,2021-04-24:03,좋음,20.0,좋음,13.0,보통,0.033,좋음,0.015,좋음,0.3,좋음,0.002
517,2021-04-24:02,좋음,20.0,좋음,10.0,보통,0.039,좋음,0.01,좋음,0.3,좋음,0.002
518,2021-04-24:01,좋음,21.0,좋음,11.0,보통,0.035,좋음,0.015,좋음,0.3,좋음,0.003
519,2021-04-23:24,좋음,22.0,좋음,11.0,보통,0.031,좋음,0.022,좋음,0.3,좋음,0.002
520,2021-04-23:23,좋음,25.0,좋음,13.0,보통,0.031,좋음,0.021,좋음,0.3,좋음,0.003
521,2021-04-23:22,좋음,26.0,좋음,14.0,보통,0.034,좋음,0.02,좋음,0.3,좋음,0.002
522,2021-04-23:21,좋음,29.0,보통,18.0,보통,0.031,좋음,0.026,좋음,0.4,좋음,0.002
523,2021-04-23:20,좋음,30.0,보통,16.0,좋음,0.025,보통,0.032,좋음,0.4,좋음,0.003
524,2021-04-23:19,좋음,30.0,좋음,15.0,보통,0.036,좋음,0.022,좋음,0.4,좋음,0.003
525,2021-04-23:18,좋음,30.0,좋음,14.0,보통,0.036,좋음,0.024,좋음,0.4,좋음,0.002
526,2021-04-23:17,보통,34.0,좋음,13.0,보통,0.035,좋음,0.025,좋음,0.4,좋음,0.003
527,2021-04-23:16,보통,34.0,좋음,13.0,보통,0.038,좋음,0.023,좋음,0.4,좋음,0.002
528,2021-04-23:15,보통,38.0,좋음,14.0,보통,0.038,좋음,0.023,좋음,0.4,좋음,0.002
529,2021-04-23:14,보통,36.0,좋음,14.0,보통,0.036,좋음,0.027,좋음,0.4,좋음,0.003
530,2021-04-23:13,보통,45.0,보통,19.0,보통,0.037,좋음,0.025,좋음,0.4,좋음,0.003
531,2021-04-23:12,보통,49.0,보통,20.0,보통,0.038,좋음,0.025,좋음,0.4,좋음,0.003
532,2021-04-23:11,보통,56.0,보통,25.0,보통,0.036,좋음,0.028,좋음,0.5,좋음,0.003
533,2021-04-23:10,보통,51.0,보통,27.0,보통,0.033,보통,0.031,좋음,0.5,좋음,0.002
534,2021-04-23:09,보통,58.0,보통,28.0,보통,0.039,좋음,0.024,좋음,0.5,좋음,0.003
535,2021-04-23:08,보통,58.0,보통,28.0,보통,0.038,좋음,0.028,좋음,0.5,좋음,0.003
536,2021-04-23:07,보통,58.0,보통,29.0,보통,0.036,보통,0.032,좋음,0.5,좋음,0.003
537,2021-04-23:06,보통,62.0,보통,33.0,보통,0.043,좋음,0.024,좋음,0.4,좋음,0.003
538,2021-04-23:05,보통,73.0,나쁨,38.0,보통,0.055,좋음,0.012,좋음,0.5,좋음,0.004
539,2021-04-23:04,보통,66.0,나쁨,37.0,보통,0.056,좋음,0.018,좋음,0.5,좋음,0.004
540,2021-04-23:03,보통,67.0,나쁨,37.0,보통,0.057,좋음,0.021,좋음,0.5,좋음,0.005
541,2021-04-23:02,보통,63.0,보통,32.0,보통,0.053,좋음,0.025,좋음,0.6,좋음,0.004
542,2021-04-23:01,보통,67.0,보통,35.0,보통,0.064,좋음,0.02,좋음,0.5,좋음,0.004
543,2021-04-22:24,보통,71.0,나쁨,37.0,보통,0.071,좋음,0.018,좋음,0.5,좋음,0.004
544,2021-04-22:23,보통,76.0,나쁨,38.0,보통,0.077,좋음,0.017,좋음,0.5,좋음,0.005
545,2021-04-22:22,보통,69.0,보통,33.0,보통,0.057,보통,0.032,좋음,0.5,좋음,0.005
546,2021-04-22:21,보통,63.0,보통,33.0,보통,0.049,보통,0.046,좋음,0.6,좋음,0.004
547,2021-04-22:20,보통,56.0,보통,29.0,보통,0.06,보통,0.034,좋음,0.5,좋음,0.005
548,2021-04-22:19,보통,70.0,보통,35.0,보통,0.067,보통,0.031,좋음,0.5,좋음,0.004
549,2021-04-22:18,보통,71.0,나쁨,36.0,보통,0.078,보통,0.038,좋음,0.5,좋음,0.005
550,2021-04-22:17,보통,62.0,보통,32.0,보통,0.076,좋음,0.027,좋음,0.4,좋음,0.003
551,2021-04-22:16,보통,58.0,보통,30.0,보통,0.079,좋음,0.026,좋음,0.4,좋음,0.003
552,2021-04-22:15,보통,64.0,보통,33.0,보통,0.071,좋음,0.028,좋음,0.4,좋음,0.004
553,2021-04-22:14,나쁨,81.0,나쁨,42.0,보통,0.081,보통,0.033,좋음,0.5,좋음,0.004
554,2021-04-22:13,나쁨,96.0,나쁨,51.0,보통,0.08,보통,0.037,좋음,0.6,좋음,0.004
555,2021-04-22:12,나쁨,88.0,나쁨,40.0,보통,0.063,보통,0.042,좋음,0.6,좋음,0.004
556,2021-04-22:11,나쁨,97.0,나쁨,45.0,보통,0.046,보통,0.049,좋음,0.6,좋음,0.004
557,2021-04-22:10,나쁨,98.0,나쁨,46.0,보통,0.037,보통,0.057,좋음,0.7,좋음,0.004
558,2021-04-22:09,나쁨,100.0,나쁨,47.0,좋음,0.023,나쁨,0.073,좋음,0.8,좋음,0.005
559,2021-04-22:08,나쁨,89.0,나쁨,43.0,좋음,0.026,나쁨,0.064,좋음,0.7,좋음,0.005
560,2021-04-22:07,나쁨,92.0,나쁨,44.0,보통,0.032,보통,0.055,좋음,0.6,좋음,0.005
561,2021-04-22:06,나쁨,87.0,나쁨,42.0,보통,0.051,보통,0.031,좋음,0.5,좋음,0.005
562,2021-04-22:05,나쁨,87.0,나쁨,41.0,보통,0.058,좋음,0.025,좋음,0.5,좋음,0.006
563,2021-04-22:04,보통,71.0,나쁨,38.0,보통,0.074,좋음,0.019,좋음,0.5,좋음,0.01
564,2021-04-22:03,보통,75.0,나쁨,41.0,보통,0.083,좋음,0.016,좋음,0.5,좋음,0.011
565,2021-04-22:02,나쁨,85.0,나쁨,47.0,보통,0.075,좋음,0.021,좋음,0.5,좋음,0.007
566,2021-04-22:01,나쁨,103.0,나쁨,49.0,보통,0.063,보통,0.031,좋음,0.6,좋음,0.006
567,2021-04-21:24,나쁨,108.0,나쁨,47.0,보통,0.07,좋음,0.03,좋음,0.6,좋음,0.005
568,2021-04-21:23,나쁨,110.0,나쁨,46.0,보통,0.074,좋음,0.029,좋음,0.6,좋음,0.007
569,2021-04-21:22,나쁨,100.0,나쁨,41.0,보통,0.076,좋음,0.026,좋음,0.6,좋음,0.01
570,2021-04-21:21,나쁨,122.0,나쁨,61.0,보통,0.072,보통,0.039,좋음,0.6,좋음,0.011
571,2021-04-21:20,나쁨,126.0,나쁨,61.0,보통,0.067,보통,0.058,좋음,0.6,좋음,0.009
572,2021-04-21:19,나쁨,112.0,나쁨,53.0,보통,0.079,보통,0.057,좋음,0.6,좋음,0.009
573,2021-04-21:18,보통,79.0,나쁨,36.0,보통,0.075,보통,0.042,좋음,0.5,좋음,0.004
574,2021-04-21:17,나쁨,87.0,나쁨,37.0,보통,0.078,보통,0.036,좋음,0.5,좋음,0.003
575,2021-04-21:16,나쁨,86.0,나쁨,36.0,보통,0.09,좋음,0.028,좋음,0.5,좋음,0.004
576,2021-04-21:15,나쁨,95.0,나쁨,44.0,보통,0.085,좋음,0.03,좋음,0.5,좋음,0.004
577,2021-04-21:14,나쁨,103.0,나쁨,43.0,보통,0.082,보통,0.032,좋음,0.5,좋음,0.004
578,2021-04-21:13,나쁨,102.0,나쁨,44.0,보통,0.077,보통,0.031,좋음,0.6,좋음,0.005
579,2021-04-21:12,나쁨,88.0,나쁨,39.0,보통,0.074,좋음,0.03,좋음,0.5,좋음,0.004
580,2021-04-21:11,나쁨,85.0,나쁨,40.0,보통,0.058,보통,0.042,좋음,0.6,좋음,0.004
581,2021-04-21:10,보통,77.0,보통,34.0,보통,0.038,보통,0.053,좋음,0.7,좋음,0.004
582,2021-04-21:09,보통,77.0,보통,34.0,좋음,0.019,보통,0.06,좋음,0.7,좋음,0.004
583,2021-04-21:08,보통,63.0,보통,31.0,좋음,0.011,나쁨,0.064,좋음,0.7,좋음,0.003
584,2021-04-21:07,보통,56.0,보통,31.0,좋음,0.008,보통,0.057,좋음,0.6,좋음,0.003
585,2021-04-21:06,보통,52.0,보통,28.0,좋음,0.006,보통,0.055,좋음,0.6,좋음,0.003
586,2021-04-21:05,보통,54.0,보통,29.0,좋음,0.011,보통,0.051,좋음,0.6,좋음,0.003
587,2021-04-21:04,보통,52.0,보통,27.0,좋음,0.009,보통,0.054,좋음,0.6,좋음,0.003
588,2021-04-21:03,보통,53.0,보통,28.0,좋음,0.009,보통,0.055,좋음,0.6,좋음,0.003
589,2021-04-21:02,보통,52.0,보통,26.0,좋음,0.011,보통,0.06,좋음,0.7,좋음,0.003
590,2021-04-21:01,보통,56.0,보통,29.0,좋음,0.006,나쁨,0.071,좋음,0.7,좋음,0.003
591,2021-04-20:24,보통,52.0,보통,24.0,좋음,0.006,나쁨,0.072,좋음,0.6,좋음,0.004
592,2021-04-20:23,보통,55.0,보통,26.0,좋음,0.017,보통,0.058,좋음,0.6,좋음,0.004
593,2021-04-20:22,보통,51.0,보통,21.0,좋음,0.027,보통,0.048,좋음,0.4,좋음,0.006
594,2021-04-20:21,보통,54.0,보통,21.0,보통,0.037,보통,0.038,좋음,0.4,좋음,0.007
595,2021-04-20:20,보통,48.0,보통,19.0,보통,0.05,좋음,0.029,좋음,0.4,좋음,0.009
596,2021-04-20:19,보통,54.0,보통,22.0,보통,0.06,좋음,0.028,좋음,0.4,좋음,0.007
597,2021-04-20:18,보통,62.0,보통,26.0,보통,0.062,보통,0.035,좋음,0.5,좋음,0.005
598,2021-04-20:17,나쁨,89.0,나쁨,40.0,보통,0.076,좋음,0.029,좋음,0.5,좋음,0.006
599,2021-04-20:16,나쁨,96.0,나쁨,45.0,보통,0.089,좋음,0.03,좋음,0.5,좋음,0.005
600,2021-04-20:15,나쁨,108.0,나쁨,53.0,보통,0.087,보통,0.036,좋음,0.6,좋음,0.005
601,2021-04-20:14,나쁨,97.0,나쁨,49.0,보통,0.079,보통,0.039,좋음,0.6,좋음,0.005
602,2021-04-20:13,나쁨,102.0,나쁨,51.0,보통,0.076,보통,0.036,좋음,0.6,좋음,0.005
603,2021-04-20:12,나쁨,90.0,나쁨,44.0,보통,0.064,보통,0.039,좋음,0.6,좋음,0.005
604,2021-04-20:11,나쁨,92.0,나쁨,46.0,보통,0.045,보통,0.049,좋음,0.7,좋음,0.005
605,2021-04-20:10,나쁨,81.0,나쁨,42.0,보통,0.035,보통,0.045,좋음,0.7,좋음,0.005
606,2021-04-20:09,나쁨,89.0,나쁨,50.0,좋음,0.025,보통,0.045,좋음,0.6,좋음,0.004
607,2021-04-20:08,나쁨,81.0,나쁨,46.0,좋음,0.008,보통,0.051,좋음,0.7,좋음,0.003
608,2021-04-20:07,보통,72.0,나쁨,40.0,좋음,0.009,보통,0.045,좋음,0.6,좋음,0.003
609,2021-04-20:06,보통,64.0,나쁨,37.0,좋음,0.022,좋음,0.028,좋음,0.5,좋음,0.003
610,2021-04-20:05,보통,68.0,나쁨,38.0,좋음,0.025,좋음,0.023,좋음,0.5,좋음,0.003
611,2021-04-20:04,보통,64.0,보통,34.0,좋음,0.027,좋음,0.025,좋음,0.5,좋음,0.003
612,2021-04-20:03,보통,67.0,보통,35.0,보통,0.035,좋음,0.026,좋음,0.5,좋음,0.003
613,2021-04-20:02,보통,63.0,보통,30.0,보통,0.043,좋음,0.024,좋음,0.5,좋음,0.003
614,2021-04-20:01,보통,65.0,보통,28.0,보통,0.049,좋음,0.023,좋음,0.4,좋음,0.003
615,2021-04-19:24,보통,60.0,보통,26.0,보통,0.049,좋음,0.025,좋음,0.4,좋음,0.003
616,2021-04-19:23,보통,60.0,보통,21.0,보통,0.05,좋음,0.025,좋음,0.4,좋음,0.003
617,2021-04-19:22,보통,58.0,보통,23.0,보통,0.054,좋음,0.023,좋음,0.5,좋음,0.003
618,2021-04-19:21,보통,64.0,보통,26.0,보통,0.051,좋음,0.026,좋음,0.5,좋음,0.003
619,2021-04-19:20,보통,62.0,보통,26.0,보통,0.048,보통,0.033,좋음,0.5,좋음,0.003
620,2021-04-19:19,보통,62.0,보통,26.0,보통,0.058,좋음,0.024,좋음,0.4,좋음,0.004
