,(년-월-일:시),PM10등급,PM10,PM2.5등급,PM2.5,오존등급,오존,이산화질소등급,이산화질소,일산화탄소등급,일산화탄소,아황산가스등급,아황산가스
1036,2021-04-02:11,보통,50.0,좋음,14.0,보통,0.033,좋음,0.025,좋음,0.4,좋음,0.002
1037,2021-04-02:10,보통,48.0,좋음,11.0,보통,0.033,좋음,0.024,좋음,0.4,좋음,0.002
1038,2021-04-02:09,보통,61.0,좋음,13.0,좋음,0.027,보통,0.031,좋음,0.4,좋음,0.003
1039,2021-04-02:08,보통,50.0,좋음,11.0,좋음,0.028,좋음,0.03,좋음,0.4,좋음,0.002
1040,2021-04-02:07,보통,55.0,좋음,12.0,보통,0.031,좋음,0.025,좋음,0.3,좋음,0.002
1041,2021-04-02:06,보통,50.0,좋음,12.0,보통,0.035,좋음,0.019,좋음,0.3,좋음,0.002
1042,2021-04-02:05,보통,56.0,좋음,12.0,보통,0.04,좋음,0.013,좋음,0.3,좋음,0.003
1043,2021-04-02:04,보통,54.0,좋음,13.0,보통,0.041,좋음,0.012,좋음,0.3,좋음,0.002
1044,2021-04-02:03,보통,56.0,좋음,13.0,보통,0.042,좋음,0.011,좋음,0.3,좋음,0.003
1045,2021-04-02:02,보통,54.0,좋음,13.0,보통,0.044,좋음,0.009,좋음,0.3,좋음,0.002
1046,2021-04-02:01,보통,57.0,좋음,14.0,보통,0.043,좋음,0.011,좋음,0.3,좋음,0.002
1047,2021-04-01:24,보통,55.0,좋음,14.0,보통,0.038,좋음,0.017,좋음,0.3,좋음,0.002
1048,2021-04-01:23,보통,60.0,좋음,15.0,보통,0.037,좋음,0.017,좋음,0.3,좋음,0.003
1049,2021-04-01:22,보통,55.0,보통,16.0,보통,0.035,좋음,0.02,좋음,0.4,좋음,0.003
1050,2021-04-01:21,보통,58.0,보통,17.0,좋음,0.029,좋음,0.027,좋음,0.4,좋음,0.002
1051,2021-04-01:20,보통,65.0,보통,20.0,보통,0.034,좋음,0.026,좋음,0.4,좋음,0.003
1052,2021-04-01:19,보통,74.0,보통,16.0,보통,0.037,좋음,0.025,좋음,0.4,좋음,0.003
1053,2021-04-01:18,보통,66.0,좋음,15.0,보통,0.041,좋음,0.025,좋음,0.4,좋음,0.003
1054,2021-04-01:17,보통,60.0,좋음,13.0,보통,0.043,좋음,0.023,좋음,0.4,좋음,0.003
1055,2021-04-01:16,보통,51.0,좋음,13.0,보통,0.042,좋음,0.022,좋음,0.4,좋음,0.003
1056,2021-04-01:15,보통,50.0,좋음,13.0,보통,0.041,좋음,0.022,좋음,0.4,좋음,0.003
1057,2021-04-01:14,보통,47.0,좋음,13.0,보통,0.043,좋음,0.018,좋음,0.3,좋음,0.003
1058,2021-04-01:13,보통,48.0,좋음,13.0,보통,0.041,좋음,0.019,좋음,0.3,좋음,0.002
1059,2021-04-01:12,보통,43.0,좋음,13.0,보통,0.038,좋음,0.022,좋음,0.4,좋음,0.003
1060,2021-04-01:11,보통,47.0,좋음,12.0,보통,0.032,좋음,0.026,좋음,0.4,좋음,0.003
1061,2021-04-01:10,보통,42.0,좋음,11.0,좋음,0.028,좋음,0.03,좋음,0.5,좋음,0.003
1062,2021-04-01:09,보통,45.0,보통,16.0,좋음,0.025,보통,0.034,좋음,0.4,좋음,0.003
1063,2021-04-01:08,보통,36.0,좋음,14.0,좋음,0.009,보통,0.051,좋음,0.5,좋음,0.003
1064,2021-04-01:07,보통,40.0,보통,16.0,좋음,0.01,보통,0.049,좋음,0.5,좋음,0.003
1065,2021-04-01:06,보통,35.0,보통,16.0,좋음,0.011,보통,0.045,좋음,0.5,좋음,0.003
1066,2021-04-01:05,보통,38.0,보통,19.0,좋음,0.018,보통,0.033,좋음,0.5,좋음,0.003
1067,2021-04-01:04,보통,36.0,보통,17.0,좋음,0.019,보통,0.033,좋음,0.5,좋음,0.003
1068,2021-04-01:03,보통,41.0,보통,23.0,좋음,0.006,보통,0.052,좋음,0.6,좋음,0.003
1069,2021-04-01:02,보통,37.0,보통,18.0,좋음,0.003,보통,0.055,좋음,0.6,좋음,0.003
1070,2021-04-01:01,보통,39.0,보통,20.0,좋음,0.003,보통,0.057,좋음,0.6,좋음,0.003
1071,2021-03-31:24,보통,40.0,보통,18.0,좋음,0.014,보통,0.044,좋음,0.5,좋음,0.003
1072,2021-03-31:23,보통,41.0,보통,19.0,보통,0.035,좋음,0.023,좋음,0.5,좋음,0.003
1073,2021-03-31:22,보통,36.0,보통,16.0,보통,0.035,좋음,0.024,좋음,0.4,좋음,0.003
1074,2021-03-31:21,보통,42.0,좋음,15.0,좋음,0.023,보통,0.037,좋음,0.5,좋음,0.003
1075,2021-03-31:20,보통,36.0,좋음,15.0,좋음,0.023,보통,0.04,좋음,0.4,좋음,0.003
1076,2021-03-31:19,보통,35.0,좋음,15.0,보통,0.034,좋음,0.029,좋음,0.4,좋음,0.003
1077,2021-03-31:18,보통,37.0,보통,16.0,보통,0.048,좋음,0.025,좋음,0.3,좋음,0.003
1078,2021-03-31:17,보통,47.0,보통,23.0,보통,0.04,좋음,0.028,좋음,0.4,좋음,0.003
1079,2021-03-31:16,보통,39.0,보통,18.0,보통,0.032,보통,0.037,좋음,0.5,좋음,0.003
1080,2021-03-31:15,보통,38.0,보통,21.0,보통,0.039,좋음,0.029,좋음,0.4,좋음,0.003
1081,2021-03-31:14,보통,43.0,보통,21.0,보통,0.041,좋음,0.027,좋음,0.4,좋음,0.004
1082,2021-03-31:13,보통,50.0,보통,22.0,보통,0.041,좋음,0.026,좋음,0.4,좋음,0.003
1083,2021-03-31:12,보통,58.0,보통,26.0,좋음,0.028,보통,0.04,좋음,0.6,좋음,0.003
1084,2021-03-31:11,보통,63.0,보통,24.0,좋음,0.02,보통,0.046,좋음,0.6,좋음,0.004
1085,2021-03-31:10,보통,77.0,,,좋음,0.02,보통,0.04,좋음,0.6,좋음,0.003
1086,2021-03-31:09,보통,76.0,,,좋음,0.01,보통,0.054,좋음,0.8,좋음,0.004
1087,2021-03-31:08,보통,50.0,보통,22.0,좋음,0.005,보통,0.054,좋음,0.7,좋음,0.003
1088,2021-03-31:07,보통,48.0,보통,21.0,좋음,0.003,보통,0.052,좋음,0.6,좋음,0.003
1089,2021-03-31:06,보통,39.0,보통,18.0,좋음,0.003,보통,0.049,좋음,0.6,좋음,0.003
1090,2021-03-31:05,보통,46.0,보통,19.0,좋음,0.008,보통,0.042,좋음,0.5,좋음,0.003
1091,2021-03-31:04,보통,41.0,보통,17.0,좋음,0.006,보통,0.046,좋음,0.6,좋음,0.003
1092,2021-03-31:03,보통,48.0,보통,20.0,좋음,0.003,보통,0.054,좋음,0.6,좋음,0.002
1093,2021-03-31:02,보통,42.0,보통,17.0,좋음,0.003,보통,0.06,좋음,0.7,좋음,0.003
1094,2021-03-31:01,보통,52.0,보통,21.0,좋음,0.007,보통,0.053,좋음,0.6,좋음,0.003
1095,2021-03-30:24,보통,51.0,보통,19.0,좋음,0.003,나쁨,0.068,좋음,0.7,좋음,0.004
1096,2021-03-30:23,보통,51.0,보통,21.0,좋음,0.008,나쁨,0.061,좋음,0.5,좋음,0.003
1097,2021-03-30:22,보통,45.0,보통,16.0,좋음,0.016,보통,0.051,좋음,0.5,좋음,0.003
1098,2021-03-30:21,보통,47.0,보통,18.0,보통,0.033,좋음,0.03,좋음,0.4,좋음,0.003
1099,2021-03-30:20,보통,48.0,보통,18.0,보통,0.039,좋음,0.026,좋음,0.4,좋음,0.003
1100,2021-03-30:19,보통,54.0,보통,22.0,보통,0.041,좋음,0.024,좋음,0.4,좋음,0.003
1101,2021-03-30:18,보통,42.0,좋음,15.0,보통,0.048,좋음,0.016,좋음,0.3,좋음,0.003
1102,2021-03-30:17,보통,50.0,보통,17.0,보통,0.053,좋음,0.013,좋음,0.3,좋음,0.003
1103,2021-03-30:16,보통,51.0,좋음,15.0,보통,0.053,좋음,0.013,좋음,0.3,좋음,0.003
1104,2021-03-30:15,보통,53.0,보통,16.0,보통,0.055,좋음,0.01,좋음,0.3,좋음,0.003
1105,2021-03-30:14,보통,60.0,보통,17.0,보통,0.051,좋음,0.013,좋음,0.4,좋음,0.003
1106,2021-03-30:13,보통,72.0,보통,18.0,보통,0.043,좋음,0.017,좋음,0.3,좋음,0.003
1107,2021-03-30:12,나쁨,83.0,보통,23.0,보통,0.035,좋음,0.023,좋음,0.4,좋음,0.003
1108,2021-03-30:11,나쁨,130.0,보통,28.0,좋음,0.023,보통,0.036,좋음,0.5,좋음,0.004
1109,2021-03-30:10,나쁨,147.0,보통,28.0,좋음,0.015,보통,0.045,좋음,0.6,좋음,0.003
1110,2021-03-30:09,매우나쁨,162.0,보통,34.0,좋음,0.009,보통,0.049,좋음,0.9,좋음,0.003
1111,2021-03-30:08,매우나쁨,157.0,보통,32.0,좋음,0.004,보통,0.047,좋음,0.7,좋음,0.003
1112,2021-03-30:07,매우나쁨,232.0,나쁨,43.0,좋음,0.005,보통,0.043,좋음,0.5,좋음,0.003
1113,2021-03-30:06,매우나쁨,280.0,나쁨,50.0,좋음,0.003,보통,0.04,좋음,0.6,좋음,0.003
1114,2021-03-30:05,매우나쁨,391.0,나쁨,64.0,좋음,0.005,보통,0.038,좋음,0.6,좋음,0.003
1115,2021-03-30:04,매우나쁨,428.0,나쁨,68.0,좋음,0.008,보통,0.038,좋음,0.6,좋음,0.003
1116,2021-03-30:03,매우나쁨,437.0,나쁨,71.0,좋음,0.012,보통,0.033,좋음,0.5,좋음,0.002
1117,2021-03-30:02,매우나쁨,452.0,나쁨,70.0,좋음,0.015,좋음,0.03,좋음,0.5,좋음,0.002
1118,2021-03-30:01,매우나쁨,421.0,나쁨,69.0,좋음,0.019,좋음,0.028,좋음,0.5,좋음,0.003
1119,2021-03-29:24,매우나쁨,382.0,나쁨,64.0,좋음,0.019,보통,0.032,좋음,0.5,좋음,0.002
1120,2021-03-29:23,매우나쁨,382.0,나쁨,62.0,좋음,0.014,보통,0.042,좋음,0.6,좋음,0.003
1121,2021-03-29:22,매우나쁨,313.0,나쁨,53.0,좋음,0.017,보통,0.041,좋음,0.5,좋음,0.003
1122,2021-03-29:21,매우나쁨,220.0,나쁨,38.0,좋음,0.025,보통,0.033,좋음,0.5,좋음,0.003
1123,2021-03-29:20,매우나쁨,182.0,보통,31.0,좋음,0.025,보통,0.034,좋음,0.5,좋음,0.003
1124,2021-03-29:19,매우나쁨,176.0,보통,27.0,좋음,0.03,좋음,0.029,좋음,0.4,좋음,0.003
1125,2021-03-29:18,매우나쁨,183.0,보통,27.0,보통,0.034,좋음,0.024,좋음,0.4,좋음,0.003
1126,2021-03-29:17,매우나쁨,191.0,보통,28.0,보통,0.035,좋음,0.022,좋음,0.4,좋음,0.003
1127,2021-03-29:16,매우나쁨,187.0,보통,25.0,보통,0.04,좋음,0.014,좋음,0.3,좋음,0.003
1128,2021-03-29:15,매우나쁨,195.0,보통,22.0,보통,0.041,좋음,0.012,좋음,0.3,좋음,0.003
1129,2021-03-29:14,매우나쁨,243.0,보통,31.0,보통,0.041,좋음,0.011,좋음,0.4,좋음,0.003
1130,2021-03-29:13,매우나쁨,243.0,보통,32.0,보통,0.039,좋음,0.014,좋음,0.4,좋음,0.003
1131,2021-03-29:12,매우나쁨,271.0,보통,31.0,보통,0.037,좋음,0.012,좋음,0.4,좋음,0.003
1132,2021-03-29:11,매우나쁨,481.0,나쁨,56.0,보통,0.035,좋음,0.011,좋음,0.4,좋음,0.003
1133,2021-03-29:10,매우나쁨,598.0,매우나쁨,88.0,좋음,0.023,좋음,0.02,좋음,0.6,좋음,0.002
1134,2021-03-29:09,매우나쁨,522.0,매우나쁨,95.0,좋음,0.017,좋음,0.025,좋음,0.7,좋음,0.002
1135,2021-03-29:08,매우나쁨,464.0,매우나쁨,96.0,좋음,0.017,좋음,0.026,좋음,0.7,좋음,0.002
1136,2021-03-29:07,매우나쁨,545.0,매우나쁨,120.0,좋음,0.014,좋음,0.027,좋음,0.8,좋음,0.002
1137,2021-03-29:06,매우나쁨,525.0,매우나쁨,114.0,좋음,0.014,좋음,0.024,좋음,0.8,좋음,0.002
1138,2021-03-29:05,매우나쁨,488.0,매우나쁨,114.0,좋음,0.018,좋음,0.022,좋음,0.8,좋음,0.002
1139,2021-03-29:04,매우나쁨,421.0,매우나쁨,106.0,좋음,0.024,좋음,0.016,좋음,0.8,좋음,0.002
1140,2021-03-29:03,매우나쁨,295.0,매우나쁨,77.0,좋음,0.028,좋음,0.014,좋음,0.8,좋음,0.002
1141,2021-03-29:02,나쁨,81.0,보통,29.0,보통,0.041,좋음,0.012,좋음,0.6,좋음,0.002
1142,2021-03-29:01,좋음,30.0,보통,17.0,보통,0.044,좋음,0.013,좋음,0.5,좋음,0.003
1143,2021-03-28:24,보통,42.0,보통,31.0,보통,0.04,좋음,0.018,좋음,0.6,좋음,0.002
1144,2021-03-28:23,보통,57.0,나쁨,37.0,보통,0.038,좋음,0.019,좋음,0.6,좋음,0.003
1145,2021-03-28:22,보통,40.0,보통,26.0,보통,0.034,좋음,0.021,좋음,0.6,좋음,0.002
1146,2021-03-28:21,좋음,30.0,보통,21.0,보통,0.033,좋음,0.02,좋음,0.5,좋음,0.002
1147,2021-03-28:20,좋음,24.0,보통,17.0,보통,0.035,좋음,0.02,좋음,0.4,좋음,0.003
1148,2021-03-28:19,좋음,22.0,좋음,15.0,보통,0.043,좋음,0.016,좋음,0.4,좋음,0.002
1149,2021-03-28:18,좋음,20.0,좋음,14.0,보통,0.043,좋음,0.014,좋음,0.4,좋음,0.002
1150,2021-03-28:17,좋음,27.0,보통,21.0,보통,0.041,좋음,0.016,좋음,0.4,좋음,0.002
1151,2021-03-28:16,좋음,26.0,보통,20.0,보통,0.035,좋음,0.017,좋음,0.4,좋음,0.002
1152,2021-03-28:15,좋음,27.0,보통,20.0,보통,0.037,좋음,0.014,좋음,0.4,좋음,0.002
1153,2021-03-28:14,좋음,26.0,보통,18.0,좋음,0.03,좋음,0.02,좋음,0.4,좋음,0.002
1154,2021-03-28:13,좋음,26.0,보통,17.0,좋음,0.029,좋음,0.02,좋음,0.5,좋음,0.002
1155,2021-03-28:12,좋음,17.0,좋음,12.0,좋음,0.026,좋음,0.023,좋음,0.5,좋음,0.002
1156,2021-03-28:11,좋음,17.0,좋음,12.0,좋음,0.029,좋음,0.019,좋음,0.5,좋음,0.002
1157,2021-03-28:10,좋음,9.0,좋음,8.0,보통,0.032,좋음,0.015,좋음,0.5,좋음,0.002
1158,2021-03-28:09,좋음,12.0,좋음,8.0,보통,0.033,좋음,0.013,좋음,0.5,좋음,0.002
1159,2021-03-28:08,좋음,14.0,좋음,11.0,보통,0.032,좋음,0.013,좋음,0.4,좋음,0.003
1160,2021-03-28:07,좋음,24.0,좋음,14.0,보통,0.031,좋음,0.011,좋음,0.4,좋음,0.003
1161,2021-03-28:06,좋음,12.0,좋음,7.0,좋음,0.029,좋음,0.011,좋음,0.3,좋음,0.002
1162,2021-03-28:05,좋음,11.0,좋음,10.0,좋음,0.027,좋음,0.009,좋음,0.3,좋음,0.002
1163,2021-03-28:04,좋음,6.0,좋음,4.0,좋음,0.02,좋음,0.008,좋음,0.3,좋음,0.003
1164,2021-03-28:03,좋음,9.0,좋음,6.0,좋음,0.022,좋음,0.01,좋음,0.3,좋음,0.003
1165,2021-03-28:02,좋음,14.0,좋음,8.0,좋음,0.015,좋음,0.024,좋음,0.4,좋음,0.003
1166,2021-03-28:01,좋음,21.0,좋음,12.0,좋음,0.014,좋음,0.029,좋음,0.6,좋음,0.002
1167,2021-03-27:24,좋음,20.0,좋음,12.0,좋음,0.014,보통,0.032,좋음,0.5,좋음,0.002
1168,2021-03-27:23,좋음,25.0,보통,17.0,좋음,0.014,보통,0.036,좋음,0.5,좋음,0.003
1169,2021-03-27:22,좋음,25.0,보통,17.0,좋음,0.017,보통,0.034,좋음,0.5,좋음,0.003
1170,2021-03-27:21,보통,35.0,보통,24.0,좋음,0.015,보통,0.039,좋음,0.6,좋음,0.003
1171,2021-03-27:20,보통,37.0,보통,22.0,좋음,0.017,보통,0.039,좋음,0.5,좋음,0.002
1172,2021-03-27:19,보통,41.0,보통,23.0,좋음,0.023,보통,0.036,좋음,0.5,좋음,0.003
1173,2021-03-27:18,보통,42.0,보통,23.0,좋음,0.023,보통,0.04,좋음,0.5,좋음,0.003
1174,2021-03-27:17,보통,52.0,보통,27.0,좋음,0.019,보통,0.047,좋음,0.5,좋음,0.003
1175,2021-03-27:16,보통,59.0,보통,30.0,좋음,0.02,보통,0.048,좋음,0.6,좋음,0.003
1176,2021-03-27:15,보통,60.0,보통,29.0,좋음,0.024,보통,0.045,좋음,0.5,좋음,0.003
1177,2021-03-27:14,보통,60.0,보통,31.0,좋음,0.026,보통,0.044,좋음,0.5,좋음,0.002
1178,2021-03-27:13,보통,80.0,나쁨,44.0,좋음,0.021,보통,0.052,좋음,0.6,좋음,0.003
1179,2021-03-27:12,나쁨,84.0,나쁨,44.0,좋음,0.013,나쁨,0.062,좋음,0.7,좋음,0.005
1180,2021-03-27:11,나쁨,86.0,나쁨,46.0,좋음,0.009,나쁨,0.066,좋음,0.7,좋음,0.005
1181,2021-03-27:10,나쁨,90.0,나쁨,50.0,좋음,0.009,나쁨,0.065,좋음,0.6,좋음,0.005
1182,2021-03-27:09,나쁨,100.0,나쁨,53.0,좋음,0.008,나쁨,0.068,좋음,0.8,좋음,0.004
1183,2021-03-27:08,나쁨,92.0,나쁨,50.0,좋음,0.003,나쁨,0.075,좋음,0.9,좋음,0.005
1184,2021-03-27:07,나쁨,89.0,나쁨,52.0,좋음,0.002,나쁨,0.075,좋음,0.9,좋음,0.004
1185,2021-03-27:06,나쁨,81.0,나쁨,47.0,좋음,0.003,나쁨,0.076,좋음,0.9,좋음,0.004
1186,2021-03-27:05,나쁨,91.0,나쁨,55.0,좋음,0.011,나쁨,0.065,좋음,0.7,좋음,0.004
1187,2021-03-27:04,나쁨,107.0,나쁨,70.0,좋음,0.003,나쁨,0.084,좋음,1.0,좋음,0.004
1188,2021-03-27:03,나쁨,125.0,매우나쁨,78.0,좋음,0.003,나쁨,0.09,좋음,1.1,좋음,0.005
1189,2021-03-27:02,나쁨,110.0,나쁨,69.0,좋음,0.003,나쁨,0.088,좋음,1.0,좋음,0.004
1190,2021-03-27:01,나쁨,120.0,나쁨,72.0,좋음,0.003,나쁨,0.088,좋음,1.2,좋음,0.004
1191,2021-03-26:24,나쁨,110.0,나쁨,67.0,좋음,0.003,나쁨,0.098,좋음,1.4,좋음,0.004
1192,2021-03-26:23,나쁨,122.0,매우나쁨,77.0,좋음,0.003,나쁨,0.095,좋음,1.2,좋음,0.004
1193,2021-03-26:22,나쁨,110.0,나쁨,66.0,좋음,0.002,나쁨,0.094,좋음,1.1,좋음,0.004
1194,2021-03-26:21,나쁨,138.0,매우나쁨,85.0,좋음,0.003,나쁨,0.098,좋음,0.9,좋음,0.004
1195,2021-03-26:20,나쁨,124.0,나쁨,74.0,좋음,0.009,나쁨,0.093,좋음,0.7,좋음,0.004
1196,2021-03-26:19,나쁨,89.0,나쁨,49.0,좋음,0.024,나쁨,0.069,좋음,0.6,좋음,0.004
1197,2021-03-26:18,나쁨,91.0,나쁨,52.0,보통,0.034,보통,0.054,좋음,0.6,좋음,0.004
1198,2021-03-26:17,나쁨,104.0,나쁨,61.0,보통,0.033,보통,0.056,좋음,0.6,좋음,0.004
1199,2021-03-26:16,나쁨,97.0,나쁨,58.0,보통,0.033,보통,0.053,좋음,0.6,좋음,0.003
1200,2021-03-26:15,나쁨,122.0,매우나쁨,78.0,보통,0.032,보통,0.053,좋음,0.6,좋음,0.004
1201,2021-03-26:14,나쁨,119.0,나쁨,75.0,좋음,0.027,보통,0.06,좋음,0.8,좋음,0.004
1202,2021-03-26:13,나쁨,134.0,매우나쁨,92.0,좋음,0.029,보통,0.057,좋음,0.8,좋음,0.005
1203,2021-03-26:12,매우나쁨,151.0,매우나쁨,101.0,좋음,0.022,나쁨,0.073,좋음,1.1,좋음,0.005
1204,2021-03-26:11,매우나쁨,160.0,매우나쁨,113.0,좋음,0.016,나쁨,0.073,좋음,1.1,좋음,0.005
1205,2021-03-26:10,나쁨,150.0,매우나쁨,111.0,좋음,0.009,나쁨,0.068,좋음,1.1,좋음,0.004
1206,2021-03-26:09,매우나쁨,152.0,매우나쁨,110.0,좋음,0.008,보통,0.056,좋음,1.1,좋음,0.003
1207,2021-03-26:08,나쁨,143.0,매우나쁨,103.0,좋음,0.006,보통,0.05,좋음,0.7,좋음,0.003
1208,2021-03-26:07,나쁨,144.0,매우나쁨,103.0,좋음,0.007,보통,0.048,좋음,0.7,좋음,0.003
1209,2021-03-26:06,나쁨,131.0,매우나쁨,96.0,좋음,0.018,보통,0.041,좋음,0.6,좋음,0.003
1210,2021-03-26:05,나쁨,131.0,매우나쁨,95.0,좋음,0.016,보통,0.035,좋음,0.6,좋음,0.003
1211,2021-03-26:04,나쁨,117.0,매우나쁨,87.0,좋음,0.016,보통,0.036,좋음,0.6,좋음,0.003
1212,2021-03-26:03,나쁨,115.0,매우나쁨,83.0,좋음,0.018,보통,0.037,좋음,0.6,좋음,0.003
1213,2021-03-26:02,나쁨,106.0,매우나쁨,79.0,좋음,0.019,보통,0.038,좋음,0.6,좋음,0.003
1214,2021-03-26:01,나쁨,102.0,매우나쁨,77.0,좋음,0.016,보통,0.045,좋음,0.6,좋음,0.002
1215,2021-03-25:24,나쁨,87.0,나쁨,65.0,좋음,0.011,보통,0.055,좋음,0.6,좋음,0.003
1216,2021-03-25:23,나쁨,81.0,나쁨,64.0,좋음,0.009,나쁨,0.061,좋음,0.6,좋음,0.003
1217,2021-03-25:22,나쁨,83.0,나쁨,55.0,좋음,0.011,나쁨,0.065,좋음,0.6,좋음,0.003
1218,2021-03-25:21,나쁨,88.0,나쁨,47.0,좋음,0.02,나쁨,0.063,좋음,0.6,좋음,0.004
1219,2021-03-25:20,나쁨,87.0,나쁨,48.0,보통,0.034,보통,0.054,좋음,0.6,좋음,0.004
1220,2021-03-25:19,나쁨,110.0,나쁨,53.0,보통,0.049,보통,0.045,좋음,0.5,좋음,0.004
1221,2021-03-25:18,나쁨,113.0,나쁨,53.0,보통,0.074,보통,0.033,좋음,0.5,좋음,0.005
1222,2021-03-25:17,나쁨,122.0,나쁨,58.0,보통,0.085,보통,0.031,좋음,0.5,좋음,0.006
1223,2021-03-25:16,나쁨,110.0,나쁨,52.0,보통,0.075,좋음,0.026,좋음,0.5,좋음,0.005
1224,2021-03-25:15,나쁨,108.0,나쁨,58.0,보통,0.069,좋음,0.03,좋음,0.5,좋음,0.004
1225,2021-03-25:14,나쁨,97.0,나쁨,53.0,보통,0.054,보통,0.039,좋음,0.5,좋음,0.004
1226,2021-03-25:13,나쁨,89.0,나쁨,50.0,보통,0.049,보통,0.038,좋음,0.5,좋음,0.004
1227,2021-03-25:12,보통,73.0,나쁨,40.0,보통,0.042,보통,0.042,좋음,0.5,좋음,0.003
1228,2021-03-25:11,보통,66.0,보통,33.0,보통,0.036,보통,0.037,좋음,0.5,좋음,0.003
1229,2021-03-25:10,보통,56.0,보통,30.0,좋음,0.025,보통,0.041,좋음,0.5,좋음,0.003
1230,2021-03-25:09,보통,57.0,보통,32.0,좋음,0.008,보통,0.052,좋음,0.7,좋음,0.003
1231,2021-03-25:08,보통,47.0,보통,25.0,좋음,0.004,보통,0.054,좋음,0.6,좋음,0.003
1232,2021-03-25:07,보통,48.0,보통,26.0,좋음,0.008,보통,0.048,좋음,0.5,좋음,0.003
1233,2021-03-25:06,보통,40.0,보통,18.0,보통,0.032,좋음,0.02,좋음,0.3,좋음,0.003
1234,2021-03-25:05,보통,39.0,보통,18.0,좋음,0.026,좋음,0.025,좋음,0.4,좋음,0.003
1235,2021-03-25:04,보통,34.0,좋음,15.0,좋음,0.017,보통,0.033,좋음,0.4,좋음,0.002
1236,2021-03-25:03,보통,35.0,좋음,13.0,좋음,0.029,좋음,0.025,좋음,0.4,좋음,0.003
1237,2021-03-25:02,보통,35.0,좋음,13.0,보통,0.031,좋음,0.025,좋음,0.3,좋음,0.003
1238,2021-03-25:01,보통,42.0,좋음,13.0,좋음,0.022,보통,0.037,좋음,0.4,좋음,0.003
